force,torque,pow,rpm,vel,uts,fpr
3226.4907,5.874,2.470859,2548.3621,37.651,178.4046,0.014774588
4992.7036,10.502,2.47349,1000.0926,45.662,224.5843,0.045657772
6313.6255,12.905,2.472503,997.499,76.332,229.4368,0.076523385
5806.7285,12.816,2.471188,1002.6662,75.016,229.4368,0.074816524
3690.0247,6.23,2.466584,2162.595,51.498,171.4773,0.023813058
4632.0449,8.01,2.464612,1761.761,78.106,205.0572,0.04433405
4880.5586,9.434,2.47349,1367.4858,82.054,188.4414,0.060003548
4211.5747,7.921,2.479737,1375.1168,49.438,199.8093,0.035951855
3992.6672,6.497,2.471188,2551.1121,63.114,188.5268,0.024739799
2603.2622,5.34,2.465927,2559.9995,77.305,193.8919,0.030197272
4988.2183,12.994,2.468886,999.047,56.992,221.5021,0.057046365
5104.5498,7.654,2.46494,1762.5808,100.422,208.2467,0.056974409
3567.7114,6.408,2.469873,2549.6387,48.866,186.0936,0.019165853
4064.739,6.23,2.465598,2541.2109,56.934,188.5268,0.02240428
6356.689,18.423,2.468557,599.3672,60.253,215.4662,0.10052769
5444.2749,10.947,2.470859,1001.1472,45.605,224.5843,0.045552742
6173.3691,8.9,2.457706,1756.71,149.116,218.3649,0.084883675
3226.1919,5.963,2.467242,2554.4312,40.684,178.4046,0.015926833
5696.0791,16.821,2.43995,599.8899,42.343,210.0918,0.070584619
5212.2095,7.298,2.460337,1765.9132,60.711,197.9676,0.034379379
6455.0776,9.078,2.206489,1758.3862,153.179,218.3649,0.0871134
1732.7161,6.23,2.151576,600.3292,148.315,150.709,0.247056115
5902.1274,12.638,2.460995,998.8322,81.196,229.4368,0.081290932
3258.7886,6.319,2.465598,2163.0911,40.569,185.7625,0.018755105
7288.5415,13.528,2.476778,1000.1324,146.999,244.8175,0.14697954
3124.8123,5.785,2.464612,2166.4915,41.428,185.7625,0.019122161
4762.4321,7.476,2.46494,2155.2231,98.591,211.9429,0.045745148
4790.2441,6.942,2.47053,2158.7041,78.678,207.3997,0.036446866
5930.8364,16.287,2.396217,599.6873,35.419,210.0918,0.059062448
4712.7891,7.565,2.462967,1756.9408,53.101,195.139,0.030223557
3397.8489,6.141,2.468557,2555.1843,38.91,178.4046,0.015227864
3627.5225,5.963,2.472503,2557.9255,46.635,186.0936,0.018231571
5443.6777,11.214,2.472174,999.8248,46.463,224.5843,0.046471142
6467.3394,20.203,2.446527,599.6193,82.97,221.075,0.13837113
5316.5791,14.418,2.279815,600.0863,45.261,210.0918,0.075424151
7674.0225,13.439,2.47053,998.0742,199.871,249.3077,0.200256654
5615.9326,17.8,2.472503,599.5095,38.738,210.0918,0.064616157
4082.6826,6.853,2.4679,2156.2263,59.853,194.1913,0.027758218
3650.2502,6.319,2.462967,2158.5581,62.771,194.1913,0.02908006
3781.834,6.23,2.460008,2163.3374,62.084,194.1913,0.028698251
4067.4307,8.366,2.473161,1376.8878,48.294,199.8093,0.035074753
6656.9395,9.968,2.466584,1368.079,96.531,233.2595,0.070559522
3887.9985,6.586,2.459679,2154.9585,59.166,194.1913,0.027455749
4744.4893,6.497,2.465927,2544.5664,57.506,188.5268,0.022599528
4594.3638,7.565,2.458035,1766.7889,58.193,197.9676,0.032937155
6249.6279,13.083,2.471846,1000.3716,78.564,229.4368,0.078534816
4059.6553,7.209,2.461981,1766.7468,49.553,195.139,0.028047596
7337.8853,13.528,2.471846,995.9054,100.479,235.4119,0.100892113
2890.9521,5.963,2.465598,2161.1204,41.37,185.7625,0.019142848
3289.2922,6.141,2.465598,2165.8257,44.117,185.7625,0.020369599
5571.6724,12.46,2.47349,999.5974,58.365,221.5021,0.058388507
3958.575,8.544,2.47349,1378.4592,38.28,191.0587,0.027770136
4263.9092,8.01,2.471517,1381.3896,103.397,233.2595,0.074849992
5954.1631,7.743,2.462967,2148.9111,95.158,211.9429,0.044281962
3635.5967,5.963,2.466584,2549.6892,64.259,188.5268,0.02520268
7650.0977,13.617,2.47053,997.8846,192.833,249.3077,0.193241784
6193.4058,12.816,2.469544,998.2654,78.392,229.4368,0.078528215
7449.4326,14.685,2.472503,995.4694,98.591,235.4119,0.099039709
378.0013,2.67,2.46231,2573.1829,141.849,225.6616,0.055125891
6248.4321,12.905,2.472174,1000.7414,74.615,229.4368,0.074559721
5159.875,11.303,2.472503,999.7188,42.801,225.5982,0.042813039
5192.771,17.711,2.428442,599.5305,48.466,214.6092,0.080839924
5971.8071,12.015,2.462967,997.7012,98.82,235.4119,0.099047691
3876.9333,9.256,2.47053,1754.0062,49.038,195.139,0.027957712
4972.667,7.565,2.476778,1763.7513,56.362,197.9676,0.031955752
5326.4482,11.214,2.465927,997.475,46.463,224.5843,0.046580616
2117.0005,5.162,2.461323,1772.724,37.651,190.3269,0.021239065
3708.2668,8.455,2.474476,1377.6588,79.651,188.4414,0.057816202
5900.6318,17.177,2.462639,599.52,40.169,210.0918,0.067001935
4307.272,8.9,2.473819,1373.7024,35.305,191.0587,0.025700618
5195.7617,16.999,2.43995,599.8229,49.724,214.6092,0.082897802
5169.7437,7.387,2.460995,1766.4611,58.937,197.9676,0.033364448
5228.6572,10.769,2.483025,1000.5836,33.474,225.5982,0.033454476
5421.8467,8.099,2.503741,1761.3556,79.193,205.0572,0.044961392
6333.3628,12.905,2.47053,1000.3872,77.133,229.4368,0.077103146
3725.0139,5.874,2.468886,2562.0073,51.67,186.0936,0.02016778
6275.645,19.135,2.479408,599.5331,57.964,215.4662,0.096681901
5890.7632,7.654,2.463954,2541.4749,77.248,193.8919,0.030394949
4583.5977,10.146,2.474476,1000.704,48.866,224.5843,0.048831623
2803.0303,6.675,2.451788,998.9316,83.084,229.4368,0.083172862
6492.1602,12.282,2.468229,1000.2958,149.116,244.8175,0.149071905
3613.4668,6.23,2.466913,2166.7312,54.76,171.4773,0.025273093
5996.9272,17.622,2.471846,599.7001,60.539,215.4662,0.100948791
1474.9314,4.45,1.325585,1775.5886,48.866,195.139,0.027521015
4823.4395,9.256,2.454418,1375.5518,39.31,191.0587,0.028577622
5159.5757,10.68,2.472174,998.4504,42.057,225.5982,0.042122273
5673.9487,7.921,2.461323,1763.7238,98.076,208.2467,0.055607346
3216.323,5.963,2.467242,2165.9839,43.602,185.7625,0.020130344
3704.9773,15.664,2.477107,599.4412,202.217,146.2,0.337342512
2731.2576,5.162,2.469873,2563.4082,44.174,178.4046,0.017232527
4188.8467,7.387,2.462639,1763.7006,50.297,195.139,0.028517879
3820.113,6.497,2.465927,2157.4849,64.373,194.1913,0.029837057
5849.4937,17.622,2.47349,599.6045,40.169,210.0918,0.066992493
3198.6787,6.141,2.468557,2166.8342,43.316,185.7625,0.019990454
4760.937,11.125,2.470202,999.6136,38.052,225.5982,0.038066709
6912.9302,10.858,2.466584,1366.1832,151.691,231.327,0.111032693
6388.0898,18.334,2.484012,599.5237,60.94,215.4662,0.101647358
3344.0188,5.963,2.470202,2558.2139,37.994,178.4046,0.014851768
3411.9043,14.507,2.298558,599.8742,99.22,228.1527,0.165401346
5297.4395,7.921,2.46494,1763.6558,106.144,208.2467,0.060184079
4056.6648,8.544,2.475134,1376.7559,42.171,191.0587,0.030630702
4270.189,6.942,2.463625,1763.7692,40.111,190.3269,0.022741638
4964.5928,7.031,2.466584,2162.729,76.16,207.3997,0.035214768
6848.334,19.313,2.479737,598.6273,83.427,221.075,0.139363841
3728.3035,6.23,2.465598,2167.2888,80.738,207.3997,0.037252996
7566.3628,14.151,2.4679,995.1192,152.721,244.8175,0.153470057
5130.5674,14.151,2.20353,599.6248,62.256,215.4662,0.103824925
6351.6055,7.476,2.454089,2156.9365,203.819,190.0223,0.094494669
2785.9841,5.518,2.465269,2159.8826,41.256,185.7625,0.019101038
5417.0615,16.732,2.471517,992.6726,59.395,221.5021,0.059833423
5516.3472,12.193,2.474476,999.1944,61.34,221.5021,0.061389455
3353.2898,5.963,2.4679,2552.6592,39.654,178.4046,0.015534389
5573.1675,7.298,2.464283,2540.1077,153.98,226.2221,0.060619477
5305.2153,13.439,2.47053,998.6688,79.651,229.4368,0.079757173
4944.5562,7.476,2.461323,1768.5646,61.397,197.9676,0.034715724
4171.5015,6.319,2.468229,2551.5964,58.651,188.5268,0.022986002
3145.4473,6.052,2.464612,2165.5957,42,185.7625,0.019394202
7112.0996,9.523,2.475134,1372.76,150.204,231.327,0.109417524
3356.2803,7.298,2.475463,1387.2416,48.58,199.8093,0.035019134
6205.0688,8.277,2.45935,1762.5562,152.321,218.3649,0.086420507
4014.498,6.942,2.462639,1765.5247,41.885,190.3269,0.023723826
3792.8992,6.23,2.468557,2543.2283,52.013,186.0936,0.020451565
4430.7812,8.989,2.485327,1376.9556,63.972,192.8959,0.046459014
1092.1422,5.963,2.479737,599.8748,35.362,210.0918,0.058948967
7176.9941,9.968,2.466584,1367.4304,103.741,233.2595,0.075865653
5235.5356,11.303,2.481053,1001.1304,41.37,225.5982,0.041323288
2935.2122,6.764,2.465598,1393.0686,39.024,191.0587,0.028012978
5541.4678,15.041,2.322562,599.2188,37.594,210.0918,0.062738352
3912.521,6.675,2.460995,2160.2695,58.021,194.1913,0.026858223
4570.1406,8.811,2.468886,1373.13,58.193,192.8959,0.042379818
4306.0757,7.565,2.46231,1762.5052,82.626,205.0572,0.046879862
3888.5962,8.277,2.474147,1383.9658,37.365,191.0587,0.0269985
3962.7617,8.277,2.473161,1390.6444,37.88,191.0587,0.027239171
4430.7812,8.099,2.462639,2146.6362,57.049,194.1913,0.026575998
4303.9824,6.586,2.465598,2159.3716,94.414,211.9429,0.043722905
6767.5894,12.816,2.468229,997.6386,98.82,235.4119,0.099053906
1713.2775,4.005,2.472503,2576.3508,44.174,178.4046,0.017145957
2663.0732,6.675,2.466584,2543.2117,36.049,178.4046,0.014174597
4620.9795,7.298,2.456062,1762.7618,56.763,197.9676,0.032201174
6113.5581,20.47,2.505385,600.2872,200.844,146.2,0.334579848
4720.2656,10.591,2.471846,998.758,48.809,224.5843,0.048869696
6244.2451,17.622,2.462639,599.6513,58.479,215.4662,0.097521676
6298.0742,13.172,2.473819,1000.433,72.155,229.4368,0.07212377
3180.4365,5.785,2.481053,2561.8547,50.64,186.0936,0.019766929
3155.9141,5.874,2.468557,2555.5999,35.191,178.4046,0.013770152
3862.2798,6.942,0.000777,1762.6165,42.4,190.3269,0.024055148
3849.1211,7.298,2.47612,1388.5898,35.362,191.0587,0.025466124
3101.7854,5.785,2.494863,2560.563,41.714,178.4046,0.016290949
5341.1016,8.01,2.460666,1766.5696,82.111,205.0572,0.046480478
2695.6699,5.874,2.4679,2560.7852,43.602,178.4046,0.017026809
6345.9238,12.994,2.475463,998.3058,77.362,229.4368,0.077493289
6684.1533,17.355,2.327494,600.2548,83.599,221.075,0.139272522
6350.1099,17.889,2.480395,599.1665,48.008,214.6092,0.08012464
5414.0708,11.392,2.498809,999.3974,46.234,224.5843,0.046261877
3311.4221,6.586,2.460995,1768.5312,36.22,190.3269,0.020480272
5194.5654,18.156,2.481381,599.914,35.648,210.0918,0.05942185
3902.9509,6.675,2.465598,1765.5488,42,190.3269,0.023788637
5546.2529,7.298,2.459022,2154.499,101.395,211.9429,0.047061985
3283.012,6.319,2.463954,2167.4204,39.368,185.7625,0.018163527
3779.1428,6.23,2.470859,2549.0486,39.082,178.4046,0.015331995
5077.9346,10.947,2.475134,998.1336,44.231,224.5843,0.044313707
3705.8745,6.141,2.471188,2553.6099,37.25,178.4046,0.014587193
1723.1464,4.094,2.472832,2570.1445,39.883,178.4046,0.015517805
6164.0986,8.544,2.459679,1757.83,152.607,218.3649,0.086815562
4618.8862,8.455,2.478422,1382.2108,46.749,199.8093,0.033821903
5065.374,11.036,2.47349,999.8084,48.008,224.5843,0.0480172
4621.8765,7.12,2.464283,2158.0361,75.359,207.3997,0.034920176
4339.8687,8.544,2.474476,1381.488,76.904,188.4414,0.055667512
5917.0796,15.931,2.394244,600.0712,61.397,215.4662,0.102316192
4873.082,8.366,2.461652,1761.7094,200.272,241.6836,0.113680497
3520.4609,12.905,2.480066,1000.6844,104.484,235.4119,0.10441254
3317.1042,5.696,2.471188,2176.6592,39.711,185.7625,0.018244014
4329.7012,6.853,2.472832,2158.3848,80.338,207.3997,0.037221352
5158.6792,11.837,2.472832,996.2338,37.422,225.5982,0.037563472
4944.5562,6.853,2.465269,2544.3596,85.373,193.8919,0.033553826
3673.5764,6.141,2.470859,2547.6292,40.054,178.4046,0.015722068
5920.3696,7.832,2.465269,2146.418,102.882,211.9429,0.04793195
6362.9697,18.601,2.479737,600.1094,56.82,215.4662,0.094682736
6338.7461,13.35,2.476449,994.337,74.673,229.4368,0.075098282
4266.3018,6.853,2.461981,1767.6501,42.4,190.3269,0.023986648
4749.8716,7.476,2.463296,1762.7648,50.812,195.139,0.028825173
3864.373,6.586,2.463296,1767.9576,60.368,197.9676,0.034145615
3941.5291,8.366,2.470859,1373.2512,33.588,191.0587,0.024458744
4719.9663,9.701,2.471188,1370.8809,47.436,199.8093,0.034602568
5569.5786,12.015,2.482368,999.625,59.91,221.5021,0.059932475
7304.6909,9.968,2.461981,1367.6586,149.689,231.327,0.109449098
5652.417,12.46,2.471188,1000.2208,58.708,221.5021,0.05869504
5932.0327,17.088,2.407068,598.7229,35.534,210.0918,0.059349659
4523.4883,8.811,2.493876,1369.072,64.774,192.8959,0.04731234
3328.1692,6.23,2.464283,2545.3845,62.885,188.5268,0.024705501
4361.999,6.408,2.475791,2554.5439,50.125,186.0936,0.019621898
5686.2104,8.188,2.463625,1757.8002,99.22,208.2467,0.056445551
5101.2603,9.612,2.471188,1374.5878,76.046,188.4414,0.055322767
5650.9214,15.308,2.350183,598.9028,34.847,210.0918,0.058184734
4420.0156,7.565,2.465269,1772.4351,47.55,195.139,0.026827499
5078.8315,10.68,2.474476,1000.3172,46.864,224.5843,0.046849139
5107.2417,11.036,2.47349,998.3936,33.932,225.5982,0.033986596
4294.4126,8.277,2.474147,1378.212,47.893,199.8093,0.034750097
4121.8584,7.031,2.455405,1762.0858,75.245,205.0572,0.042702234
3698.697,6.408,2.463954,2161.8628,46.806,171.4773,0.021650773
7009.2251,19.758,2.482368,599.9434,99.621,228.1527,0.166050664
5696.3779,15.486,2.333742,599.1273,37.823,210.0918,0.063130156
7144.0986,8.188,2.459022,2141.7043,206.68,190.0223,0.096502584
5200.5464,17.355,2.421865,599.6914,51.556,214.6092,0.085970884
3306.0391,6.052,2.467571,2160.9175,37.594,185.7625,0.01739724
4803.4028,8.455,2.471846,1375.3834,49.152,199.8093,0.035736944
5283.0854,12.282,2.471188,997.006,60.196,221.5021,0.060376768
3647.26,6.675,2.462639,1769.0192,37.537,190.3269,0.021219103
3613.1677,6.497,2.470859,2162.5278,62.027,194.1913,0.028682637
6952.7041,12.816,2.474476,997.2758,103.054,235.4119,0.103335507
2207.6138,6.853,2.461981,2158.1389,99.792,211.9429,0.046239841
5896.4448,8.455,2.457378,1756.6088,148.029,218.3649,0.084269759
4273.479,6.764,2.470859,1771.3024,40.398,190.3269,0.022806947
3472.9114,5.696,2.4679,2547.3188,58.651,188.5268,0.023024601
6043.2803,7.476,2.46494,2152.0281,151.863,190,0.070567387
6440.7236,17.622,2.474805,599.8081,54.989,214.6092,0.091677655
4533.0576,9.078,2.471846,1377.0392,58.708,192.8959,0.042633499
3785.4226,6.23,2.467571,2547.1492,36.621,178.4046,0.01437725
6423.3784,19.135,2.484998,599.4585,58.193,215.4662,0.097075944
3688.8284,6.319,2.469544,2543.3191,35.362,178.4046,0.013903879
7148.5845,10.413,2.464612,1369.425,201.759,241.6836,0.147331179
4783.0669,11.57,2.474147,999.4954,50.411,224.5843,0.05043645
1401.9623,4.361,2.409041,1778.4904,61.512,197.9676,0.034586636
3843.439,6.586,2.462639,2157.0771,62.256,194.1913,0.028861277
3765.386,6.052,2.468557,2557.1843,42.057,178.4046,0.016446605
3193.2957,5.785,2.466584,2556.4089,42,178.4046,0.016429297
4765.4229,8.9,2.473161,1378.3997,39.253,191.0587,0.028477226
3086.8325,6.23,2.470859,2164.4683,50.297,171.4773,0.023237578
6024.7393,8.633,2.460995,1756.9656,150.375,218.3649,0.085587902
1744.9773,4.539,2.467571,2175.9036,39.539,185.7625,0.018171301
2896.9333,5.607,2.4679,2168.9246,43.316,185.7625,0.019971188
3104.4766,6.23,2.472832,2558.0156,52.814,186.0936,0.020646473
5709.2368,12.371,2.473819,997.5916,61.569,221.5021,0.061717641
3973.5278,7.743,2.478751,1376.671,36.449,191.0587,0.026476188
4270.4883,6.853,2.46231,1765.5892,43.087,190.3269,0.024403751
5135.9507,10.502,2.479408,996.453,42.686,225.5982,0.042837946
6617.7637,9.701,2.46494,1372.6426,97.961,233.2595,0.07136672
3698.0989,6.141,2.47053,2559.2278,46.978,186.0936,0.018356318
5138.3433,9.256,2.47053,1376.2657,80.338,188.4414,0.058373903
4488.7979,8.989,2.471188,1379.854,58.994,192.8959,0.042753799
3886.8022,6.497,2.4679,2556.0601,100.021,210.8388,0.039130927
2624.7939,5.429,2.454747,2167.5652,40.913,185.7625,0.018875095
6349.2129,8.01,2.465269,2537.3372,79.822,193.8919,0.031458964
3713.0515,9.79,2.474147,998.324,61.226,221.5021,0.061328787
4781.8706,8.455,2.474805,1378.2979,35.648,191.0587,0.025863785
3844.6353,15.397,2.334071,600.2172,103.111,228.1527,0.171789479
4591.0742,7.387,2.463954,1763.8073,77.362,205.0572,0.0438608
4422.7065,8.811,2.471517,1372.0374,62.027,192.8959,0.045207951
901.0468,3.738,2.370898,2175.7256,41.37,185.7625,0.019014346
5050.1226,8.633,2.475463,1377.175,48.294,199.8093,0.035067439
5741.2358,8.455,2.067399,1760.7021,153.007,218.3649,0.086901129
6509.5059,9.879,2.468886,1367.062,99.907,233.2595,0.073081543
3405.9233,5.874,2.477764,2557.0825,40.283,178.4046,0.0157535
6028.9263,12.994,2.475134,999.3536,79.136,229.4368,0.079187187
3201.3704,7.031,2.477107,1387.6136,46.406,199.8093,0.033443028
3693.0149,6.408,2.458364,2548.8518,59.452,188.5268,0.023325012
5304.6172,8.099,2.464283,1757.527,105.915,208.2467,0.060263655
4297.7021,7.209,2.466584,1769.0928,52.357,195.139,0.029595395
6328.5781,19.491,2.480395,600.5147,60.31,215.4662,0.100430514
7632.4536,13.528,2.469544,998.187,196.781,249.3077,0.197138412
3982.4993,7.031,2.460666,1763.9662,38.795,190.3269,0.021993052
2124.7759,5.162,2.465927,1776.7083,36.678,190.3269,0.020643794
3823.7019,6.942,2.46494,1766.1115,40.111,190.3269,0.022711477
4725.0508,12.193,2.475463,998.781,51.67,224.5843,0.051733063
4083.5793,7.298,2.465598,1762.8011,50.354,195.139,0.028564765
3071.8799,6.23,2.461323,1765.6331,42.057,190.3269,0.023819785
4492.6855,9.256,2.473161,1373.2906,58.994,192.8959,0.042958133
6376.1274,7.565,2.464612,2154.7271,147.686,190,0.068540466
4309.0664,7.476,2.467242,1766.4788,45.891,195.139,0.0259788
4861.1201,7.565,2.448171,1760.4568,59.738,197.9676,0.033933238
3712.4534,6.408,2.46494,2162.7896,49.782,171.4773,0.023017496
3511.4893,6.319,2.472174,2554.9468,38.795,178.4046,0.015184269
7736.5249,13.528,2.463954,998.2792,198.898,249.3077,0.199240854
3852.1118,6.23,2.471846,2559.9932,50.354,186.0936,0.019669583
5107.2417,7.743,2.459679,1759.7854,51.327,195.139,0.029166625
4604.2324,8.722,2.476449,1376.2791,41.256,191.0587,0.029976478
4006.4236,14.151,2.47053,998.38,35.305,225.5982,0.035362287
5572.5693,12.371,2.47053,999.5526,57.964,221.5021,0.057989945
3790.2075,6.497,2.455733,2153.4163,60.368,194.1913,0.028033595
4001.0408,6.853,2.46231,2155.4175,62.37,194.1913,0.028936389
3634.1013,6.497,2.465927,2551.5132,63.057,188.5268,0.02471357
5670.061,16.91,2.453761,599.594,38.509,210.0918,0.064225126
2839.2161,5.607,2.466584,2169.3508,40.569,185.7625,0.018700986
2037.4521,8.633,1.967438,599.8222,151.348,150.709,0.252321438
6071.9897,12.638,2.472503,995.546,81.482,229.4368,0.081846545
3969.3411,7.12,2.475791,1766.6993,47.55,195.139,0.026914597
7725.1606,13.439,2.468557,1001.1126,154.152,244.8175,0.153980681
4951.4346,9.256,2.472174,1380.8293,76.275,188.4414,0.055238544
2842.5054,6.141,2.477107,1776.2194,41.428,190.3269,0.023323695
5989.4512,18.067,2.471517,599.2003,48.637,214.6092,0.081169853
5219.6855,7.743,2.461981,1764.1635,63.057,197.9676,0.035743286
5676.9395,16.999,2.446855,599.2146,37.765,210.0918,0.063024165
3227.3879,6.052,2.463296,2170.9492,43.316,185.7625,0.019952563
5219.0874,10.502,2.474147,996.7158,46.864,224.5843,0.047018418
5237.0312,17.889,2.365966,599.721,47.035,214.6092,0.078428136
3149.3347,5.785,2.462967,2168.6472,40.569,185.7625,0.018707054
5797.7568,15.753,2.363335,600.0072,39.539,210.0918,0.065897543
5842.0176,12.104,2.474147,994.3756,59.795,221.5021,0.060133213
3285.7034,6.319,2.466913,2162.0842,42.458,185.7625,0.019637533
4457.9951,7.298,2.469215,1768.3112,60.768,197.9676,0.034364992
5011.8433,7.387,2.465269,1763.4558,49.667,195.139,0.028164585
6304.355,7.387,2.463954,2154.0088,148.544,190,0.06896165
5260.6562,7.298,2.461652,2165.8154,94.128,211.9429,0.043460768
6411.1172,19.58,2.47612,599.7049,62.656,215.4662,0.104478052
3565.3188,6.141,2.468557,2551.9431,37.651,178.4046,0.014753856
2506.0696,5.34,2.466256,2166.2578,41.37,185.7625,0.01909745
2826.3564,5.874,2.4679,2555.323,38.509,178.4046,0.015070111
3912.8196,7.476,2.468229,2545.2588,62.141,188.5268,0.024414413
3890.9888,6.586,2.464612,1773.1025,41.656,190.3269,0.023493284
4830.6167,11.748,2.472832,1000.8606,35.019,225.5982,0.034988889
5329.7378,11.125,2.472174,997.9358,47.893,224.5843,0.047992065
5778.6177,7.387,2.464283,2548.0391,201.244,225.6616,0.07897995
3321.2908,14.774,2.319603,600.5894,102.425,228.1527,0.170540805
4859.9238,7.476,2.468229,1764.15,58.479,197.9676,0.033148542
6191.0132,17.622,2.444554,600.1075,59.91,215.4662,0.099832113
1834.9924,4.717,2.468229,2174.3218,60.539,194.1913,0.027842705
5400.9126,7.921,2.425482,1760.8248,83.485,205.0572,0.04741244
4058.7583,8.366,2.472832,1382.9586,48.752,199.8093,0.035251959
2605.9536,4.895,2.470202,2566.2134,40.398,178.4046,0.015742261
4244.4707,9.078,2.472503,1373.1696,57.85,192.8959,0.042128809
4395.4932,7.565,2.461652,1770.7972,61.569,197.9676,0.034769086
7700.3389,14.151,2.473161,988.8598,153.694,244.8175,0.155425471
3376.616,5.963,2.4679,2544.5937,63.286,188.5268,0.024870768
3250.1162,5.963,2.465927,2166.467,48.752,171.4773,0.022502997
3885.3069,6.319,2.467571,2554.1584,38.166,178.4046,0.014942691
3666.9976,6.497,2.469544,2161.7959,47.665,171.4773,0.022048797
6758.3184,7.387,2.465927,2541.4167,198.154,225.6616,0.077969898
2302.1147,5.607,2.470859,2558.7205,39.425,178.4046,0.015408092
5031.8804,8.01,2.4873,1762.1898,81.081,205.0572,0.046011502
3780.3386,6.408,2.463625,2157.4409,64.602,194.1913,0.02994381
3946.9119,6.586,2.465927,2166.1943,54.874,194.1913,0.025331984
6260.3936,8.811,2.455076,1759.2867,152.836,218.3649,0.086873845
4448.4253,9.612,2.470859,1371.2322,43.316,191.0587,0.031589106
6932.9668,13.172,2.470859,996.9424,98.648,235.4119,0.098950551
5135.3525,11.036,2.473819,999.3456,43.259,225.5982,0.043287327
3688.8284,6.141,2.469544,2549.334,36.22,178.4046,0.014207632
5218.1904,7.387,2.460337,1765.7756,58.021,197.9676,0.032858649
5575.8594,15.041,2.31467,599.5923,36.564,210.0918,0.060981437
1304.7698,6.497,2.467242,1384.8148,101.051,233.2595,0.072970768
5026.7959,6.764,2.465269,2542.072,81.196,193.8919,0.031940873
4215.1636,7.387,2.440937,1765.4633,49.21,195.139,0.027873703
3004.5928,5.785,2.464612,2168.9336,43.545,185.7625,0.020076687
5650.0244,11.837,2.464612,1000.97,60.425,221.5021,0.060366445
6631.2207,9.701,2.463954,1374.6686,150.032,231.327,0.109140487
5038.7583,7.298,2.469544,2152.5547,95.901,211.9429,0.044552178
3066.4968,6.052,2.468886,2547.6724,45.433,178.4046,0.017833141
6081.8584,12.638,2.472832,998.1728,78.907,229.4368,0.079051443
3914.0159,6.052,2.472174,2558.8013,46.52,186.0936,0.018180388
3560.5339,6.141,2.471846,2555.6692,55.161,186.0936,0.021583779
3219.0144,5.963,2.461652,2550.1536,41.256,178.4046,0.016177849
3972.3315,6.23,2.468557,2557.4636,37.708,178.4046,0.014744296
4366.1855,6.942,2.457706,2158.0347,57.735,194.1913,0.026753509
5078.5327,6.942,2.467571,2553.1833,101.166,210.8388,0.039623477
6481.0957,12.549,2.460995,996.2736,98.076,235.4119,0.098442837
4814.1685,11.125,2.475463,1000.4908,41.542,225.5982,0.041521621
5949.0786,10.591,2.45935,1751.4606,148.373,218.3649,0.084713867
3702.5847,6.141,2.466584,2557.0156,41.37,178.4046,0.016179017
2633.1677,7.743,2.460008,1766.7046,150.032,218.3649,0.08492195
3531.5259,6.497,2.465269,1770.9476,41.084,190.3269,0.02319888
5240.3203,11.125,2.474147,1000.8536,44.975,225.5982,0.044936642
3248.9199,14.418,2.400821,599.1914,99.449,228.1527,0.165972008
4641.6143,7.743,2.463296,1762.1281,59.338,197.9676,0.033674056
4249.2559,6.764,2.470859,2162.2783,84.4,207.3997,0.039032903
2836.5244,5.607,2.468557,2164.7986,81.711,207.3997,0.037745313
1247.0522,3.916,2.468557,2181.9587,48.294,171.4773,0.022133325
2785.6853,6.675,2.467571,1388.3488,97.504,233.2595,0.07023019
7154.2661,8.099,2.461323,2146.0569,197.239,190.0223,0.091907628
3929.866,8.544,2.474805,1384.6914,39.597,191.0587,0.028596263
5000.4795,7.565,2.465269,1758.5138,50.64,195.139,0.028797044
6273.8516,20.114,2.478093,599.7556,77.419,221.075,0.129084247
6522.6641,17.889,2.469215,599.4895,47.607,214.6092,0.079412567
6350.1099,17.889,2.47053,599.1665,48.008,214.6092,0.08012464
5420.9492,10.947,2.478751,997.1478,46.234,224.5843,0.046366246
5066.271,11.392,2.468886,999.3182,59.223,221.5021,0.059263406
3331.1597,6.23,2.465598,2163.4602,38.28,185.7625,0.017693878
5448.4619,18.067,2.475134,599.872,41.313,210.0918,0.068869692
3205.5571,6.23,2.472174,2541.6292,42.114,178.4046,0.016569687
5283.0854,11.392,2.471517,998.3972,45.376,224.5843,0.045448845
4959.21,7.654,2.464283,1764.2343,60.94,197.9676,0.034541897
3915.5112,7.654,2.471188,1381.5942,46.577,199.8093,0.033712504
4897.3057,6.942,2.468557,2548.0862,97.446,210.8388,0.038242819
5864.147,16.91,2.462639,599.9361,38.509,210.0918,0.064188503
3517.7693,15.931,2.344264,599.7981,101.166,228.1527,0.168666756
5472.0879,11.57,2.473161,997.91,44.06,224.5843,0.044152278
5486.4419,18.067,2.477107,599.56,39.31,210.0918,0.065564747
4831.5137,19.135,2.481053,599.6408,47.15,214.6092,0.078630407
3367.3452,5.963,2.468229,2553.7761,54.188,186.0936,0.021218775
3098.4958,6.23,2.471188,2547.936,52.071,186.0936,0.020436542
3612.5696,7.476,2.463954,2540.843,98.648,210.8388,0.03882491
6412.9111,18.779,2.488615,599.9027,50.468,214.6092,0.084126976
5306.7109,17.355,2.422523,599.6752,48.695,214.6092,0.081202291
4311.7578,6.319,2.466584,2558.29,56.705,188.5268,0.022165196
7206.6011,13.528,2.469873,993.696,144.768,244.8175,0.145686407
5285.1787,7.12,2.467242,2163.8057,203.19,190.0223,0.093903995
4273.7778,6.675,2.464283,1768.7585,42.801,190.3269,0.024198329
