force,torque,pow,rpm,vel,uts,fpr
3295.2732,5.518,2.47349,2559.8391,48.637,186.0936,0.019000022
5263.9458,11.392,2.470859,998.8036,105.858,235.4119,0.1059848
4133.2227,8.989,2.414302,998.7398,42.458,225.5982,0.042511573
4715.7798,10.591,2.470859,998.9468,51.212,224.5843,0.051265993
5140.1372,11.659,2.469544,997.3898,44.174,225.5982,0.044289605
5654.8096,12.104,2.471517,1000.1222,58.994,221.5021,0.058986792
3681.3521,6.23,2.468229,2553.615,38.738,178.4046,0.015169867
6287.9067,17.711,2.444882,599.2237,58.708,215.4662,0.097973428
4811.1782,6.853,2.46494,2544.7424,88.863,210.8388,0.034920234
3356.5793,15.308,2.48171,599.5069,79.651,221.075,0.132860856
4892.2217,7.654,2.455405,1763.4987,50.011,195.139,0.028358966
5526.2163,7.209,2.4679,2546.4243,78.907,193.8919,0.030987373
4389.811,6.319,2.47349,2546.085,48.58,186.0936,0.019080274
6310.6348,19.491,2.477764,600.6433,61.111,215.4662,0.101742582
4661.6509,7.031,2.466256,2157.0764,75.245,207.3997,0.034882863
3632.3071,6.141,2.466584,2552.9927,36.049,178.4046,0.014120291
4806.6924,7.209,2.471846,2160.1436,78.621,207.3997,0.036396191
2689.0906,5.429,2.471517,2563.7251,40.684,178.4046,0.015869096
3071.8799,7.387,2.476778,1382.7876,57.564,192.8959,0.041628953
3560.2349,6.319,2.47612,2553.2634,42.915,178.4046,0.016807902
6320.2046,12.638,2.466584,998.4934,82.455,229.4368,0.082579414
4993.6011,10.235,2.467242,997.9234,43.831,225.5982,0.043922209
6710.4702,20.114,2.479408,599.7661,97.561,228.1527,0.162665079
3326.9729,6.23,2.464612,2161.3167,38.853,185.7625,0.017976542
4438.2578,8.455,2.478093,1376.1658,37.193,191.0587,0.02702654
5183.2012,11.036,2.473161,997.6456,45.147,225.5982,0.045253545
5128.4746,7.476,2.468886,2157.8633,95.386,211.9429,0.044203912
4985.2275,10.947,2.471517,1363.5812,44.06,191.0587,0.032311974
4353.6255,6.497,2.465598,2552.4106,59.738,188.5268,0.023404542
3589.8413,5.963,2.468557,2557.5549,36.564,178.4046,0.014296467
6125.8193,20.203,2.474805,600.2796,76.847,221.075,0.128018677
5786.6919,17.8,2.453432,599.7371,52.071,214.6092,0.086823043
5126.6802,10.858,2.474805,998.2902,42.171,225.5982,0.042243227
4079.991,6.853,2.464283,1771.5438,38.681,190.3269,0.021834628
5899.7349,15.397,2.286721,600.0164,48.695,214.6092,0.081156115
3347.3086,5.785,2.463296,2170.3062,40.741,185.7625,0.018772006
4480.1255,8.633,2.474805,1377.0696,55.161,192.8959,0.040056799
5244.5073,7.743,2.463954,1763.2532,58.422,197.9676,0.033133075
3845.2334,5.963,2.468886,2546.1238,52.471,186.0936,0.020608189
4287.5347,8.544,2.474476,1373.7408,45.605,199.8093,0.033197675
6153.9307,9.256,2.460008,1757.2212,154.095,218.3649,0.087692432
4083.8784,8.188,2.475134,1379.1084,50.869,199.8093,0.036885425
6057.0371,19.936,2.479737,599.5343,197.468,146.2,0.329368979
4891.0254,9.256,2.469873,1378.9352,36.678,191.0587,0.026598784
4853.9429,7.565,2.462967,1759.1344,79.422,205.0572,0.045148341
3625.429,6.319,2.468886,2548.1968,62.656,188.5268,0.024588368
3959.4722,7.921,2.475463,1379.9326,47.607,199.8093,0.034499511
5015.1328,7.476,2.460666,1762.6534,52.814,195.139,0.029962782
6965.563,12.994,2.465269,997.8648,102.539,235.4119,0.10275841
6624.9409,9.79,2.466256,1363.8123,104.599,233.2595,0.076696038
4250.1523,7.12,2.460337,1765.4966,80.738,205.0572,0.045731042
4780.9736,7.476,2.466913,1760.7622,99.621,208.2467,0.056578339
8008.6636,12.549,2.467242,1364.7834,100.307,233.2595,0.073496644
7454.5161,9.879,2.46231,1367.1326,92.182,233.2595,0.067427256
3768.6758,6.497,2.466256,2158.4558,54.016,171.4773,0.025025298
4991.2085,7.654,2.468886,1766.6774,80.795,205.0572,0.045732741
7044.5132,12.905,2.470859,999.3588,98.705,235.4119,0.09876833
4431.6782,7.476,2.462639,1765.783,45.261,195.139,0.025632255
4624.8672,6.942,2.462967,2545.8738,74.615,193.8919,0.029308208
3652.9417,5.874,2.468557,2554.3105,61.684,188.5268,0.024148983
4413.436,6.408,2.467571,2552.4395,60.596,188.5268,0.023740426
5774.7305,17.355,2.478093,600.6654,39.997,210.0918,0.066587821
6381.8101,14.507,2.463296,991.3568,194.035,249.3077,0.195726705
4075.5051,8.544,2.47349,1379.8822,49.267,199.8093,0.035703772
5377.5864,7.298,2.464283,2537.511,200.558,225.6616,0.079037293
4895.8105,8.633,2.472832,1374.5698,49.839,199.8093,0.03625789
5910.2017,16.198,2.395231,599.345,35.019,210.0918,0.058428785
4843.7749,9.879,2.469544,1370.6024,40.741,191.0587,0.029724886
4251.6479,8.544,2.469873,1381.2112,45.662,191.0587,0.03305939
1218.0441,5.696,2.47053,600.3435,47.836,214.6092,0.079681049
7702.4321,13.973,2.469544,996.6802,154.953,244.8175,0.155469126
3521.0588,6.408,2.468229,2161.9558,58.536,194.1913,0.027075484
4823.7383,12.015,2.472503,999.4056,40.913,225.5982,0.040937333
6251.4224,17.533,2.45113,599.4867,59.452,215.4662,0.099171508
6514.8887,18.957,2.48171,599.5353,82.683,221.075,0.137911813
4285.4409,7.832,2.474805,1372.9408,35.362,191.0587,0.025756391
5170.0425,11.303,2.472503,998.5712,44.689,225.5982,0.044752943
5132.3618,11.303,2.469544,1000.7496,43.488,225.5982,0.043455426
4719.0693,6.853,2.462639,2545.5259,95.959,210.8388,0.037697122
3908.6331,7.387,2.474805,1386.379,37.651,191.0587,0.027157797
3059.6189,5.963,2.467242,2165.8445,42.343,185.7625,0.019550342
4529.4692,7.654,2.463625,1764.0927,79.937,205.0572,0.045313378
4069.8232,7.209,2.457049,1768.9722,49.381,195.139,0.02791508
7159.3501,19.669,2.484998,600.4301,100.765,228.1527,0.167821367
6340.5405,9.256,2.470859,1367.2814,148.087,231.327,0.108307624
5818.3916,8.989,2.468229,1367.4136,152.721,231.327,0.111686033
3328.1692,5.874,2.469873,2554.187,37.708,178.4046,0.01476321
3395.4563,6.586,2.121325,1771.9327,42.973,190.3269,0.02425205
5339.3071,17.889,2.408712,599.6114,49.496,214.6092,0.082546796
4533.3569,7.12,2.465598,2150.1621,78.22,207.3997,0.036378653
3965.4534,8.366,2.463954,1372.665,35.934,191.0587,0.026178274
5248.6938,7.476,2.461323,1763.8224,62.199,197.9676,0.035263754
5385.3613,11.303,2.47053,1000.3774,44.746,224.5843,0.044729119
3359.8689,5.874,2.466584,2162.8672,43.316,185.7625,0.02002712
5444.2749,12.015,2.476778,998.8706,58.479,221.5021,0.058545121
5941.0044,16.109,2.343935,599.5269,57.564,215.4662,0.096015708
6416.7988,17.177,2.457706,599.1583,47.665,214.6092,0.079553267
297.8548,2.848,2.464283,2576.209,75.932,193.8919,0.029474317
2774.3213,7.031,2.476449,1385.0546,74.787,188.4414,0.053995705
3477.9951,6.586,2.459022,1769.3116,39.825,190.3269,0.022508754
4442.7437,8.811,2.464283,1381.3002,61.626,192.8959,0.044614487
5361.7368,12.193,2.472174,999.0152,61.97,221.5021,0.062031088
6072.2886,7.565,2.464283,2150.7898,146.37,190,0.06805407
3112.5513,6.319,2.459679,1770.3796,100.193,208.2467,0.056594077
3524.3486,6.141,2.474147,2559.0354,37.25,178.4046,0.014556266
5124.2876,7.298,2.46494,2157.3259,98.762,211.9429,0.045779824
4561.7671,6.942,2.46494,2155.124,77.076,207.3997,0.035764067
4383.5308,9.523,2.475791,1376.6842,57.049,192.8959,0.041439424
5795.9624,18.156,2.475791,600.1358,40.111,210.0918,0.066836539
2664.8674,5.696,2.468557,2562.2341,40.512,178.4046,0.015811202
4170.3052,8.01,2.475791,2148.8518,59.853,194.1913,0.02785348
6930.873,12.905,2.471188,1000.8738,104.771,235.4119,0.104679531
6435.9385,7.298,2.462639,2157.9104,149.746,190,0.069393984
3918.5017,7.921,2.475134,1384.4283,44.46,191.0587,0.032114339
3224.9956,6.853,2.460008,1768.7322,34.962,190.3269,0.019766701
3236.6584,5.874,2.468886,2166.0044,47.779,171.4773,0.022058589
5234.0405,11.303,2.473161,1001.3152,42.343,225.5982,0.042287384
4802.5054,8.722,2.469873,1375.3132,74.673,188.4414,0.054295269
3738.4712,6.675,2.465269,2160.4812,48.18,171.4773,0.022300587
5178.4165,10.858,2.481381,999.093,47.55,224.5843,0.047593167
3174.1562,6.23,2.4679,2551.7068,51.727,186.0936,0.02027153
3813.2349,6.853,2.460008,1771.9358,39.597,190.3269,0.022346746
4773.7964,6.764,2.464283,2546.28,101.738,210.8388,0.039955543
4273.1797,8.544,2.473161,1377.2346,62.027,192.8959,0.045037352
3318.5996,6.675,2.466584,1770.3842,43.774,190.3269,0.024725706
6973.9365,12.727,2.469544,999.8726,102.539,235.4119,0.102552065
3701.3887,6.23,2.471517,2558.4592,38.509,178.4046,0.015051637
6465.5449,17.889,2.47908,599.4345,52.528,214.6092,0.087629257
8234.4492,14.062,2.469873,996.7908,200.615,249.3077,0.201260886
3439.4172,5.696,2.472832,2560.7573,54.588,186.0936,0.021317131
5142.8286,6.675,2.466584,2550.9614,83.313,193.8919,0.032659451
4190.9399,6.497,2.465927,2544.2202,59.853,188.5268,0.023525086
2742.9204,5.429,2.469873,2560.4292,105.114,210.8388,0.041053273
3155.0168,5.785,2.470859,2554.9324,41.599,178.4046,0.01628184
4362.896,7.565,2.460008,1761.948,47.379,195.139,0.026890124
7537.3545,13.528,2.464283,995.5108,153.122,244.8175,0.153812495
4438.856,9.523,2.467242,1378.5194,62.084,192.8959,0.045036726
7191.9473,13.261,2.471846,996.8242,97.389,235.4119,0.097699273
3582.6643,6.497,2.465598,1770.3994,40.569,190.3269,0.022915168
5366.521,14.507,2.266992,600.7734,59.967,215.4662,0.099816337
3541.0955,6.141,2.466256,2162.6025,53.787,171.4773,0.024871422
5073.7476,10.947,2.47053,999.1246,44.117,225.5982,0.044155654
5417.0615,10.947,2.471517,999.2558,44.804,224.5843,0.044837368
3993.8635,8.01,2.475463,1381.967,34.962,191.0587,0.025298723
5784.5991,11.659,2.466913,998.2458,102.539,235.4119,0.10271919
5234.0405,6.853,2.465269,2542.8215,83.771,193.8919,0.032944113
6132.0996,12.282,2.470859,1000.2004,99.506,235.4119,0.099486063
4970.873,10.68,2.474476,998.4636,47.15,224.5843,0.047222553
3559.6372,6.319,2.462967,2159.5308,41.428,185.7625,0.019183797
5367.7173,18.334,2.475791,599.3513,39.253,210.0918,0.065492475
4493.5825,7.031,2.4679,2155.2795,75.588,207.3997,0.035071089
5425.1357,11.303,2.4679,996.616,45.891,224.5843,0.046046822
4632.9419,6.853,2.472174,2550.2546,46.577,186.0936,0.018263667
4498.6665,10.68,2.471517,1366.6556,60.425,192.8959,0.044213773
4744.7881,8.188,2.468229,2539.8118,145.054,226.2221,0.057112106
5168.5479,17.177,2.443567,600.2667,50.411,214.6092,0.083981004
5051.916,10.591,2.474805,999.5432,45.376,224.5843,0.045396737
7484.1226,10.146,2.466913,1365.0664,97.504,233.2595,0.071428027
5190.3784,7.743,2.462967,1764.928,101.452,208.2467,0.057482232
5550.1406,12.371,2.460666,1001.2218,57.621,221.5021,0.057550685
3707.3696,7.298,2.457378,1760.3732,46.864,195.139,0.026621628
5923.3594,19.135,2.478422,599.8749,198.383,146.2,0.330707286
3309.927,6.052,2.458035,2162.4309,39.997,185.7625,0.018496314
2635.261,5.607,2.502755,2575.2485,43.488,178.4046,0.016886914
4336.2803,8.9,2.471517,1376.1162,58.193,192.8959,0.042287853
4899.3989,8.277,2.461981,1761.8036,196.438,241.6836,0.11149824
3752.2278,6.141,2.475134,2550.3901,52.643,186.0936,0.020641156
5865.6421,8.9,2.453103,1758.1428,148.601,218.3649,0.084521576
5174.2295,11.481,2.472832,997.1068,41.256,225.5982,0.041375708
5446.3687,11.57,2.472832,999.3676,45.376,224.5843,0.045404714
4720.2656,7.654,2.477107,1763.661,59.795,197.9676,0.033903908
5859.0635,16.465,2.429757,599.6866,36.621,210.0918,0.061066897
4655.6699,8.989,2.471846,1373.8394,41.771,191.0587,0.030404573
4893.418,11.036,2.472174,1001.1032,45.032,225.5982,0.044982375
3815.6272,6.497,2.468557,1768.3018,40.169,190.3269,0.022716145
4249.2559,6.408,2.471188,2546.0166,50.411,186.0936,0.019799949
4105.1113,6.497,2.464283,1765.3798,40.283,190.3269,0.022818319
6433.2466,18.245,2.476449,599.5798,50.239,214.6092,0.083790348
3346.1123,6.052,2.467242,2165.8862,43.373,185.7625,0.020025521
6351.6055,7.476,2.460995,2157.0071,148.43,190,0.06881294
4342.8594,8.099,2.463296,1380.0348,48.18,199.8093,0.034912163
3905.3435,6.141,2.469544,2556.0381,61.397,188.5268,0.024020377
5038.7583,11.125,2.475791,998.0304,33.359,225.5982,0.033424834
5380.876,9.523,2.46231,1754.7498,200.958,241.6836,0.11452231
3832.0752,6.764,2.464612,1768.1573,41.656,190.3269,0.02355899
3339.2344,6.497,2.460337,1766.6316,43.659,190.3269,0.024713132
5315.981,11.303,2.465598,996.723,41.37,225.5982,0.041506015
5174.2295,7.298,2.462639,2160.7446,95.272,211.9429,0.044092208
5396.4268,8.188,2.457378,1760.0704,85.545,205.0572,0.04860317
5159.5757,8.01,2.461652,1760.9934,107.174,208.2467,0.060859967
3594.0281,6.764,2.469215,1767.1379,40.798,190.3269,0.023087049
4867.998,9.523,2.458693,1369.2542,84,188.4414,0.061347265
2544.0496,6.675,2.462967,1394.2306,58.25,192.8959,0.041779315
8228.7676,14.24,2.468229,995.9096,205.822,249.3077,0.206667352
4618.5874,6.586,2.466913,2549.1223,63.915,188.5268,0.025073336
3359.2708,6.052,2.472503,2557.8191,43.43,178.4046,0.016979309
5294.1504,7.387,2.465598,2149.1538,98.762,211.9429,0.045953901
3666.3994,14.685,2.461981,599.0208,103.168,228.1527,0.172227742
4659.5576,6.497,2.467242,2553.1064,61.512,188.5268,0.024093003
4994.1992,7.654,2.460008,1763.7784,50.755,195.139,0.028776291
4240.583,8.455,2.461652,1376.2474,53.73,199.8093,0.039040946
3660.7173,6.052,2.471517,2554.0789,50.812,186.0936,0.019894452
2248.8833,6.141,2.374186,1000.593,81.596,229.4368,0.081547642
4959.21,11.214,2.479408,999.5876,46.749,224.5843,0.046768287
4803.1035,7.565,2.465927,1759.8715,49.839,195.139,0.028319681
5108.7368,9.701,2.4679,1380.288,79.88,188.4414,0.05787198
4405.96,7.387,2.457706,1770.4216,52.643,195.139,0.029734725
5306.1128,7.654,2.463625,1755.4982,104.713,208.2467,0.059648594
4291.123,6.853,2.4679,2158.0386,83.485,207.3997,0.038685592
3553.9551,6.141,2.4679,2165.3645,59.681,194.1913,0.027561641
2931.9226,5.607,2.473819,2557.8662,40.398,178.4046,0.015793633
6974.5347,7.387,2.465927,2540.9675,205.307,225.6616,0.080798751
3724.7148,6.141,2.469873,2548.6584,47.836,186.0936,0.01876909
5960.7412,11.837,2.469215,998.9944,105.801,235.4119,0.105907501
6375.8286,18.423,2.475463,599.4542,58.021,215.4662,0.096789713
5036.0664,10.502,2.4679,1002.6534,44.861,225.5982,0.044742281
7302.8965,13.35,2.473161,998.8802,97.389,235.4119,0.097498178
5424.5376,11.481,2.491904,997.6594,44.575,224.5843,0.044679577
3178.343,5.874,2.466584,2548.4795,59.681,188.5268,0.023418277
3428.0532,6.408,2.466256,2164.0486,48.18,171.4773,0.022263825
1331.9835,4.628,2.313684,1774.173,36.564,190.3269,0.020609039
3304.5439,6.141,2.462967,2161.2646,37.708,185.7625,0.017447193
4185.2578,6.497,2.468557,2551.2358,97.618,210.8388,0.038263025
2999.5088,5.874,2.467242,2166.6123,39.482,185.7625,0.018222919
3831.7761,5.874,2.47053,2551.5994,54.474,186.0936,0.021348963
6941.9375,7.565,2.477107,2530.7012,203.419,225.6616,0.080380489
3352.9907,5.963,2.459679,2160.5405,60.768,194.1913,0.028126295
4758.8437,6.764,2.466913,2546.0015,92.296,210.8388,0.036251353
3690.0247,6.319,2.462967,2159.7173,47.55,171.4773,0.02201677
5746.3198,8.188,2.463296,1758.3658,98.133,208.2467,0.055809206
6789.4204,7.387,2.467242,2542.9429,203.991,225.6616,0.080218474
4397.5864,7.565,2.463625,1761.1954,49.953,195.139,0.028363122
2134.6445,4.895,2.468229,2175.9253,152.378,190,0.070029058
3473.5095,7.921,2.402794,996.7966,48.466,224.5843,0.048621755
3758.8069,6.497,2.46494,2160.4463,100.994,211.9429,0.046746823
4683.4819,6.319,2.467571,2542.8926,58.88,188.5268,0.023154733
4660.4551,9.345,2.478422,1369.6488,44.918,191.0587,0.032795268
4447.229,6.942,2.469544,2544.6201,50.297,186.0936,0.019766015
5197.2568,11.481,2.470859,998.7974,45.204,224.5843,0.045258428
3681.3521,8.01,2.380105,1001.8074,51.899,224.5843,0.051805367
6378.2212,12.104,2.469544,998.0246,152.607,244.8175,0.152909057
2829.0481,6.853,2.466256,1381.5382,97.504,233.2595,0.070576405
5124.5864,6.942,2.46231,2157.186,105.057,211.9429,0.048700947
4353.3267,7.12,2.45672,1762.5294,56.705,197.9676,0.032172513
7194.6387,9.79,2.470859,1374.0538,150.89,231.327,0.10981375
3844.3362,7.12,2.468886,1384.1406,36.163,191.0587,0.026126681
4196.0239,6.853,2.458364,1770.6526,41.084,190.3269,0.023202745
5541.7671,8.188,2.461323,1762.708,104.599,208.2467,0.059339947
4898.502,11.303,2.47349,999.4102,42.286,225.5982,0.042310955
3790.2075,7.476,2.476449,1387.0862,38.567,191.0587,0.027804328
4682.8838,12.46,2.472503,999.4062,50.812,224.5843,0.05084219
6196.0972,12.371,2.47349,986.0546,98.076,235.4119,0.099463052
5191.5747,17.711,2.419563,599.7761,51.784,214.6092,0.086338885
3275.5359,6.23,2.466584,2163.8127,42.343,185.7625,0.019568699
5228.3589,17.266,2.414631,599.8089,50.526,214.6092,0.084236829
5104.251,11.036,2.482697,998.5326,41.027,225.5982,0.041087291
3376.616,7.743,2.469873,999.6714,43.201,225.5982,0.043215201
7442.5542,14.062,2.462639,996.2398,150.032,244.8175,0.15059828
6067.2051,17.889,2.465927,599.0307,46.005,214.6092,0.076799069
5993.6382,9.078,1.876026,1758.1075,151.005,218.3649,0.085890652
6232.582,14.418,2.474476,997.1774,99.049,235.4119,0.099329367
5253.479,7.654,2.460337,1765.16,58.708,197.9676,0.033259308
3250.1162,5.963,2.4679,2166.467,48.752,171.4773,0.022502997
4173.894,6.586,2.467571,2159.8037,83.256,207.3997,0.038547948
4248.3584,8.455,2.471188,1373.4004,61.626,192.8959,0.04487111
4451.416,6.319,2.471846,2547.5701,50.411,186.0936,0.019787876
2631.0742,5.073,2.460008,2174.4849,38.166,185.7625,0.017551743
4140.1006,8.01,2.475463,1381.9806,52.128,199.8093,0.037719777
6318.4102,12.727,2.471846,1000.8274,77.534,229.4368,0.077469901
5135.6519,12.015,2.473161,1362.7104,40.34,191.0587,0.029602768
5286.375,17.711,2.396217,599.5057,50.297,214.6092,0.083897451
6562.1392,18.601,2.482368,600.5362,84.171,221.075,0.140159744
5872.8198,10.324,2.460337,1363.9204,207.138,241.6836,0.151869567
4459.4907,7.298,2.441265,1763.8499,51.041,195.139,0.02893727
4150.8667,6.942,2.465927,2151.5811,65.918,194.1913,0.030637005
4278.563,6.853,2.463954,1767.0128,42.057,190.3269,0.023801186
3616.1582,6.675,2.461323,1766.7756,40.455,190.3269,0.022897645
4643.4087,6.319,2.461981,2543.3965,63.744,188.5268,0.025062549
4846.1675,11.036,2.471517,998.8076,42.114,225.5982,0.042164277
3861.6816,6.942,2.453432,1766.481,41.485,190.3269,0.023484544
1547.9006,4.717,2.454089,1778.8422,36.278,190.3269,0.020394164
2207.6138,6.853,2.46231,2158.1389,99.792,211.9429,0.046239841
3824.001,7.832,2.4679,1382.0862,63.4,192.8959,0.045872681
4236.6953,7.387,2.473161,2155.8914,50.926,171.4773,0.023621784
4288.1328,8.455,2.474476,1373.47,50.583,199.8093,0.036828617
6254.7119,19.046,2.478751,600.0643,61.226,215.4662,0.102032399
5415.5659,11.303,2.475463,999.6248,81.539,229.4368,0.081569605
6548.3823,7.298,2.465269,2542.1707,149.746,226.2221,0.058904778
5788.4863,8.722,2.452445,1757.8252,193.062,241.6836,0.109830033
4555.1875,9.345,2.475463,1380.3096,56.591,192.8959,0.040998773
4766.918,9.345,2.503083,1380.2913,76.618,188.4414,0.055508573
5169.7441,7.921,2.450144,1766.7974,101.223,208.2467,0.057291798
4344.9526,16.999,2.460666,599.8614,201.645,146.2,0.336152651
2240.2107,8.722,2.034188,600.4886,150.49,150.709,0.250612584
6051.0562,12.015,2.471517,997.95,203.133,249.3077,0.203550278
3418.7825,6.586,2.463954,1768.993,51.155,195.139,0.028917582
3149.6338,5.963,2.450472,2165.032,42.629,185.7625,0.019689778
4260.9185,7.921,2.475134,1377.2178,40.455,191.0587,0.029374439
6137.4829,8.633,2.456062,1760.8328,151.577,218.3649,0.086082563
4414.0342,6.497,2.461981,2548.8855,72.956,193.8919,0.028622706
4466.6675,10.057,2.477107,998.2862,50.526,224.5843,0.05061274
2958.5383,6.141,2.469544,1769.4542,42.057,190.3269,0.023768346
2687.8943,9.79,2.055561,599.337,146.599,150.709,0.244601952
4381.4375,6.675,2.461652,2552.7187,92.926,210.8388,0.036402758
3818.0198,7.209,2.462639,1764.7036,51.613,195.139,0.029247404
4549.8047,7.476,2.466584,1758.5396,77.305,205.0572,0.043959772
7810.9888,13.706,2.471188,997.2298,152.607,244.8175,0.153030926
6962.5723,14.507,2.468557,990.3052,104.084,235.4119,0.105102952
5294.1504,11.036,2.472832,996.8348,42.915,224.5843,0.043051266
6362.3716,15.308,2.46494,994.2524,146.027,244.8175,0.146871157
3573.3936,6.675,2.467571,2160.957,58.594,194.1913,0.027114838
5164.6602,8.01,2.460008,1760.4644,79.765,205.0572,0.045309067
3873.6438,8.811,2.474147,1380.0125,40.34,191.0587,0.029231619
4181.0713,18.779,2.47349,599.8217,34.79,210.0918,0.058000569
5837.8306,17.711,2.487629,599.6192,50.983,214.6092,0.08502563
3490.2566,14.062,2.203858,599.6262,100.422,228.1527,0.167474337
4028.2546,6.497,2.468229,2546.9243,36.621,178.4046,0.014378519
6326.4854,12.994,2.472174,998.9576,75.76,229.4368,0.075839055
4322.2246,8.989,2.47349,1372.6716,56.534,192.8959,0.041185379
5866.5396,16.91,2.460008,599.6344,34.733,210.0918,0.057923628
3624.5317,6.497,2.468229,2161.356,58.308,194.1913,0.026977509
4212.1729,6.141,2.472174,2554.0208,59.738,188.5268,0.023389786
3951.6965,17.266,2.303162,598.8515,100.021,228.1527,0.167021373
1105.8988,5.251,2.460995,2549.5857,105.629,210.8388,0.041429868
2201.6328,9.523,1.980919,599.6652,145.683,150.709,0.242940561
3216.0239,6.497,2.460995,2158.4065,41.199,185.7625,0.019087693
7386.6313,8.188,2.46494,2535.0447,146.828,226.2221,0.057919294
6255.3096,12.994,2.474147,996.1178,77.133,229.4368,0.077433613
3020.1436,6.141,2.45935,1766.427,48.923,195.139,0.027696021
6347.1191,18.601,2.477107,599.5125,60.539,215.4662,0.10098038
4898.8008,18.334,2.477107,599.0117,37.479,210.0918,0.06256806
6239.1606,8.633,2.463954,1760.3188,152.721,218.3649,0.086757581
4215.4624,6.942,2.466256,1768.7034,39.082,190.3269,0.022096413
3591.0376,14.685,2.363335,600.4138,101.051,228.1527,0.168302261
4049.4875,8.01,2.473819,1385.4144,44.918,199.8093,0.032422068
4964.5923,9.078,2.473161,1379.7158,77.248,188.4414,0.055988342
4114.083,5.874,2.469544,2564.1545,50.583,186.0936,0.01972697
5299.832,8.277,2.471517,1759.111,78.621,205.0572,0.044693598
2585.917,5.162,2.464283,2167.5337,62.427,194.1913,0.028800936
4889.5303,10.502,2.469544,1000.7414,44.06,225.5982,0.044027358
4673.9121,9.078,2.475463,1381.906,44.632,191.0587,0.032297421
5672.7524,16.91,2.464283,600.073,40.226,210.0918,0.067035177
3562.0293,5.874,2.467242,2170.1704,58.536,194.1913,0.026972997
4674.8096,7.298,2.461981,1766.6364,57.506,197.9676,0.032551124
4453.8086,8.455,2.463954,1384.4292,35.362,191.0587,0.025542657
3123.616,5.874,2.465598,2166.1614,39.825,185.7625,0.018385057
3869.4568,6.497,2.462639,2165.9214,61.169,194.1913,0.02824156
4763.9277,6.319,2.473161,2551.2542,46.12,186.0936,0.018077383
6371.0439,7.298,2.466584,2154.2856,153.809,190,0.071396754
3332.0569,7.832,2.47612,1382.1396,57.907,192.8959,0.041896636
6371.0439,19.402,2.47612,599.7231,59.853,215.4662,0.099801058
3844.3367,6.675,2.467242,2550.4468,93.842,210.8388,0.036794337
5255.8716,7.209,2.465927,2155.2285,81.31,207.3997,0.037726858
5217.2935,14.24,2.48171,999.7062,51.613,224.5843,0.051628168
4703.2197,17.889,2.479408,600.2843,195.007,146.2,0.324857738
7736.2256,11.214,2.46494,1361.2656,195.579,241.6836,0.143674387
4364.9893,6.408,2.462967,2550.9309,82.397,193.8919,0.032300757
3367.0461,6.23,2.463625,2170.5681,40.283,185.7625,0.018558736
4372.4658,8.277,2.474805,1375.6696,57.106,192.8959,0.041511421
4571.6357,7.743,1.686627,1759.2513,49.782,195.139,0.028297265
3609.5789,6.319,2.463625,2166.3765,52.071,171.4773,0.024035988
3771.0681,6.942,2.466256,1763.3018,42.629,190.3269,0.024175669
5274.1138,8.01,2.464612,1758.3342,82.512,205.0572,0.046926233
4725.6489,6.408,2.468229,2552.9841,84.572,193.8919,0.033126724
4546.8145,9.078,2.472503,1379.2296,60.253,192.8959,0.043685982
5164.3608,11.036,2.468229,999.0404,45.261,225.5982,0.045304474
3628.4192,6.497,2.472503,2164.3616,55.218,171.4773,0.025512373
3605.093,6.23,2.471846,2547.2373,40.226,178.4046,0.015792011
4306.9731,8.01,2.465598,2543.2954,78.049,193.8919,0.030688138
4430.7812,6.764,2.465598,2162.4741,57.793,194.1913,0.026725407
4249.5542,8.366,2.478093,1376.7678,41.084,191.0587,0.029840907
3762.3955,6.408,2.461652,2543.0144,57.449,188.5268,0.022590906
3635.5967,6.141,2.470859,2165.1162,61.798,194.1913,0.028542579
5182.0049,7.921,2.461981,1760.0905,103.397,208.2467,0.058745275
6982.6089,7.921,2.470859,2535.1201,194.149,225.6616,0.076583748
5106.9424,11.748,2.471846,998.6484,58.193,221.5021,0.05827176
4722.3589,11.481,2.472503,998.784,53.615,224.5843,0.053680275
3752.5269,6.319,2.471188,2542.4478,36.449,178.4046,0.014336184
4571.3369,7.476,2.471188,1763.5129,79.136,205.0572,0.044874069
4963.0977,6.764,2.46494,2546.762,104.656,210.8388,0.04109375
4846.7651,7.12,2.466913,2162.835,74.215,207.3997,0.034313759
4229.5181,6.319,2.468557,2549.043,62.828,188.5268,0.024647682
5082.4199,11.57,2.475791,998.2372,58.136,221.5021,0.058238663
4395.4932,7.12,2.463625,1767.4506,82.97,205.0572,0.046943321
3349.4019,6.23,2.4679,2556.8521,37.022,178.4046,0.014479523
4135.3159,6.942,2.467242,1767.027,41.428,190.3269,0.023445029
4963.3965,7.387,2.461652,2153.0742,97.847,211.9429,0.045445252
4276.1704,6.764,2.461981,1773.1124,41.027,190.3269,0.023138409
4705.6123,8.544,2.470859,1375.5118,34.904,191.0587,0.025375282
4111.0928,6.764,2.46231,1768.1716,36.793,190.3269,0.020808501
2423.2317,4.895,2.468229,2556.9456,51.212,186.0936,0.020028584
4710.9946,15.308,2.47612,998.8462,84.4,229.4368,0.084497493
4870.9888,8.544,2.472503,1377.1162,35.362,191.0587,0.025678298
4170.6045,6.853,2.468229,1764.8503,44.861,190.3269,0.025419153
